web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212504-108","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Yoff Onomo","500 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-onomo-3824087"
"1706212504-109","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Dakar Plateau","600 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-plateau-3869606"
"1706212504-110","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Mamelles","800 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3823751"
"1706212504-111","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Point E","900 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-3823755"
"1706212504-112","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces à Dakar Centre Ville Niaye Th...","275 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-dakar-centre-ville-niaye-thioker-3827185"
"1706212504-113","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Dieuppeul-Derklé","275 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dieuppeul-derkle-3868459"
"1706212504-114","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement - Cité Avion","125 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-cite-avion-3868332"
"1706212504-115","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 2 pièces - Corniche","400 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-corniche-3829030"
"1706212504-116","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 2 pièces - Médina","160 000CFA","Medina, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-medina-3867934"
"1706212504-117","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Almadies","500 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3867302"
"1706212504-118","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 5 pièces - Mamelles","500 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-mamelles-3824949"
"1706212504-119","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 3 pièces - Sicap  Karack","400 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-karack-3866457"
"1706212504-120","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Zone A","225 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zone-a-3820765"
"1706212504-121","https://sn.coinafrique.com/categorie/appartements?page=49","Location Appartements 2 pièces - Medina","250 000CFA","Medina, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-medina-3865783"
"1706212504-122","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement duplex 4 pièces - Mamelles cité Mbacki...","1 200 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-4-pieces-mamelles-cite-mbackiou-faye-3820345"
"1706212504-123","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 5 pièces - Fann","2 000 000CFA","Fann, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-fann-3823616"
"1706212504-124","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Mermoz - Sacré coeur","800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3865275"
"1706212504-125","https://sn.coinafrique.com/categorie/appartements?page=49","Location Appartements 4 pièces - Ngor","1 600 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-3865218"
"1706212504-126","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Hann Maristes","600 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-hann-maristes-3823400"
"1706212504-127","https://sn.coinafrique.com/categorie/appartements?page=49","Location Appartement 4 pièces   - Ouest foire","275 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-3865122"
"1706212504-128","https://sn.coinafrique.com/categorie/appartements?page=49","Location Studio 4 piéce  - Yoff apecy","250 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-4-piece-yoff-apecy-3865116"
"1706212504-129","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement haut standing 4 pièces - almadies","900 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-haut-standing-4-pieces-almadies-3822437"
"1706212504-130","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Point E","400 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3864023"
"1706212504-131","https://sn.coinafrique.com/categorie/appartements?page=49","Location Appartements 4 pièces - Almadies","800 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3864005"
"1706212504-132","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Point E","500 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3863980"
"1706212504-133","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Mamelles","400 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3863833"
"1706212504-134","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Sicap Liberté","250 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sicap-liberte-3863145"
"1706212504-135","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 4 pièces - Fann","1 700 000CFA","Fann, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-3819946"
"1706212504-136","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement meublé F3 meublé à  Dakar plateau","1 500 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-f3-meuble-a-dakar-plateau-3819931"
"1706212504-137","https://sn.coinafrique.com/categorie/appartements?page=49","Location villa duplex 6 pièces à cité Batrain","900 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-villa-duplex-6-pieces-a-cite-batrain-3819927"
"1706212504-138","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 2 pièces - Point E","310 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-point-e-3861171"
"1706212504-139","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Zac Mbao","160 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-3819236"
"1706212504-140","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Mamelles","700 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3816488"
"1706212504-141","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 2 pièces - HLM","200 000CFA","HLM, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-hlm-3844615"
"1706212504-142","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements - Mermoz-sacré cœur","1 100 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-mermoz-sacre-cur-3815536"
"1706212504-143","https://sn.coinafrique.com/categorie/appartements?page=49","Vente Appartements 4 pièces - Ouakam","37 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-ouakam-3860742"
"1706212504-144","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 3 pièces - Ouakam","190 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouakam-3821431"
"1706212504-145","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 4 pièces - Sicap Foire","500 000CFA","Sicap foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-foire-3860054"
"1706212504-146","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement F6 - Cité Keur Gorgui","1 300 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f6-cite-keur-gorgui-3818434"
"1706212504-147","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Sicap Foire","300 000CFA","Sicap foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-foire-3859626"
"1706212504-148","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements  hauts  standing  au point  E","Prix sur demande","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-hauts-standing-au-point-e-3859274"
"1706212504-149","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Mermoz Sacré Coeur","300 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3813930"
"1706212504-150","https://sn.coinafrique.com/categorie/appartements?page=49","Vente appartement 4 pièces - Dakar","90 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-dakar-3819776"
"1706212504-151","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Almadies","600 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3857661"
"1706212504-152","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartements 4 pièces - Ngor","30 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-3857649"
"1706212504-153","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 4 pièces - Sacré-Coeur","750 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-3857158"
"1706212504-154","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Mermoz - Sacré coeur","416 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-3857011"
"1706212504-155","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Mamelles","225 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3856663"
"1706212504-156","https://sn.coinafrique.com/categorie/appartements?page=49","Location appartement 3 pièces - Mamelles","2 250 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3856654"
